wrkstat,occ,prestige,wrkslf,occ80,prestg80,marital,agewed,divorce,widowed,spocc,sppres,spwrkslf,age,educ,paeduc,maeduc,speduc,degree,padeg,madeg,spdeg,sex,race,res16,reg16,family16,income,rincome,size,polviews,natarms,natfare,eqwlth,russia,japan,england,china,relig,fund,attend,relig16,fund16,sprel,spfund,sprel16,spfund16,racseg,happy,hapmar,health,life,trust,satcity,sathobby,satfam,satfrnd,sathealt,jobinc,jobsec,jobhour,jobpromo,jobmeans,rank,fepol,fecare,abnomore,abpoor,absingle,chldmore,tvhours,memnum,year
5,0,0,2,313,46,2,21,2,0,0,0,0,71,12,5,3,97,1,0,0,7,2,1,3,2,1,12,0,1688,4,0,0,0,2,7,-1,7,1,2,7,1,2,0,0,0,0,4,2,0,3,1,0,0,0,0,0,0,4,2,5,3,1,0,2,0,8,1,1,2,2,-1,91
1,0,0,2,203,68,1,23,2,2,0,0,2,27,17,10,11,12,2,0,0,1,2,1,6,2,3,12,11,1688,4,2,2,0,5,6,-1,3,2,2,7,2,2,2,2,2,2,4,2,1,2,1,0,0,0,0,0,0,3,5,4,2,1,0,2,0,2,2,2,1,2,-1,91
5,0,0,2,406,29,2,24,2,0,0,0,0,69,99,97,99,97,9,7,0,7,2,2,3,5,7,13,0,85,6,8,8,9,-1,-1,-1,-1,1,1,6,1,1,0,0,0,0,4,2,0,4,2,2,5,5,1,3,5,4,3,5,2,1,0,0,0,8,8,8,0,-1,1,91
7,0,0,2,888,22,5,0,0,0,0,0,0,20,11,97,11,97,0,7,0,7,2,2,5,2,5,4,2,85,1,0,0,0,9,2,-1,4,1,1,5,1,1,0,0,0,0,4,3,0,1,2,0,0,0,0,0,0,1,5,4,3,2,0,2,0,8,1,1,1,10,-1,91
5,0,0,2,319,39,3,21,0,1,0,0,0,66,14,97,8,97,2,7,0,7,2,2,3,2,5,3,0,85,4,3,2,1,3,0,-1,4,1,2,7,1,2,0,0,0,0,0,2,0,0,0,2,5,2,2,2,4,0,0,0,0,0,0,2,0,0,0,0,2,8,1,91
1,0,0,2,505,40,1,24,2,2,0,0,2,40,13,98,13,16,1,8,1,3,1,2,4,2,1,12,12,85,5,0,0,4,7,0,-1,2,2,2,5,2,2,2,2,1,1,0,1,1,0,0,2,4,2,2,2,2,0,0,0,0,0,0,2,0,0,0,0,2,5,3,91
2,0,0,2,338,42,1,28,2,2,0,0,2,35,16,12,12,16,3,1,1,3,2,1,3,2,1,12,2,28,4,2,3,4,5,4,-1,2,2,2,7,2,2,2,2,2,2,0,2,1,0,0,1,3,2,1,2,2,0,0,0,0,0,0,2,0,0,0,0,3,2,1,91
1,0,0,2,156,64,1,23,2,2,0,0,2,33,16,10,10,17,3,0,0,3,2,1,6,2,1,12,11,28,4,0,0,2,-1,-1,-1,-1,2,2,7,2,2,2,2,2,2,4,2,1,2,2,1,1,2,1,1,1,3,4,5,2,1,0,0,0,2,2,2,0,-1,5,91
1,0,0,2,254,49,1,27,2,2,0,0,2,43,15,13,12,11,1,1,1,0,1,1,6,2,1,12,4,28,4,0,0,3,2,0,-1,7,2,2,4,2,2,2,2,5,9,0,1,1,0,0,1,1,2,1,2,2,0,0,0,0,0,0,2,0,0,0,0,2,3,5,91
7,0,0,2,313,46,1,18,1,2,0,0,1,35,13,97,12,11,1,7,1,0,2,1,4,2,5,13,99,28,3,3,3,1,0,0,-1,0,4,3,0,1,2,3,3,3,3,0,2,2,0,0,1,1,3,1,1,4,0,0,0,0,0,0,2,0,0,0,0,2,5,0,91
2,0,0,1,188,52,1,25,2,2,0,0,2,27,12,12,12,12,1,1,1,1,1,1,5,2,1,98,13,28,3,0,0,3,-1,-1,-1,-1,3,3,3,3,3,1,1,1,1,4,3,2,2,8,2,2,2,2,2,1,2,4,5,3,1,0,0,0,8,1,1,0,-1,0,91
1,0,0,2,243,44,1,21,2,2,0,0,2,24,12,17,14,12,1,1,2,1,1,1,4,2,1,11,0,28,4,3,3,3,-1,-1,-1,-1,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,4,3,4,5,2,1,0,0,0,1,1,1,0,-1,0,91
5,0,0,2,633,47,1,22,2,2,0,0,2,64,14,98,9,12,2,0,0,1,1,1,5,2,1,12,0,13,6,3,1,4,9,8,-1,8,2,2,4,2,2,2,2,2,2,0,1,1,0,0,2,1,2,1,1,3,0,0,0,0,0,0,2,0,0,0,0,2,2,3,91
5,0,0,2,157,66,5,0,0,0,0,0,0,70,18,98,6,97,4,0,0,7,2,1,2,2,1,12,0,13,4,0,0,2,-1,-1,-1,-1,1,1,7,1,1,0,0,0,0,4,2,0,1,1,1,1,1,1,1,3,4,2,3,5,1,0,0,0,2,2,2,0,-1,8,91
1,0,0,1,567,39,3,22,0,2,0,0,0,42,12,14,14,97,1,1,1,7,1,1,3,2,1,12,12,13,5,3,3,0,9,4,-1,4,1,3,9,1,3,0,0,0,0,4,1,0,1,1,0,0,0,0,0,0,3,4,5,2,1,0,2,0,1,1,1,2,2,-1,91
1,0,0,2,254,49,3,19,0,2,0,0,0,53,10,98,12,97,1,0,1,7,2,1,3,2,1,10,6,13,3,0,0,6,2,3,-1,3,1,2,0,1,3,0,0,0,0,0,3,0,0,0,1,2,6,5,1,7,0,0,0,0,0,0,2,0,0,0,0,2,2,2,91
2,0,0,1,104,61,1,26,2,2,0,0,2,36,18,16,16,20,4,3,3,4,2,1,1,2,1,12,3,13,3,3,2,2,9,3,-1,9,1,2,4,1,3,1,2,2,2,0,2,2,0,0,1,6,2,1,2,2,0,0,0,0,0,0,2,0,0,0,0,2,1,2,91
5,0,0,2,567,39,1,20,2,2,0,0,0,75,12,8,97,12,1,0,7,1,1,2,3,7,4,99,99,1203,4,0,0,1,4,1,-1,4,2,2,0,1,1,2,2,2,2,0,1,1,0,0,2,7,2,1,1,2,0,0,0,0,0,0,2,0,0,0,0,2,4,0,91
3,0,0,2,207,60,3,18,0,2,0,0,0,42,14,12,10,97,2,1,0,7,2,2,6,3,1,10,10,1203,3,2,3,2,-1,-1,-1,-1,1,2,4,1,2,0,0,0,0,4,2,0,2,1,2,2,2,1,1,4,2,4,5,1,3,0,0,0,2,2,2,0,-1,3,91
7,0,0,0,0,0,5,0,0,0,0,0,0,21,12,12,18,97,1,1,3,7,2,2,5,3,2,10,0,1203,3,0,0,0,4,4,-1,4,1,1,0,1,1,0,0,0,0,4,2,0,1,2,0,0,0,0,0,0,9,9,9,9,9,0,2,0,2,2,2,1,8,-1,91
6,0,0,0,0,0,5,0,0,0,0,0,0,22,10,97,10,97,0,7,0,7,2,2,6,3,5,4,0,1203,4,3,1,2,7,6,-1,6,1,1,0,1,1,0,0,0,0,0,3,0,0,0,2,4,3,2,2,2,0,0,0,0,0,0,2,0,0,0,0,2,6,0,91
1,0,0,2,336,31,1,18,1,2,0,0,2,42,13,9,9,11,1,0,0,0,2,2,6,3,3,12,11,1203,3,1,3,0,4,0,-1,-1,1,1,1,1,1,1,1,1,1,4,1,1,2,1,0,0,0,0,0,0,3,4,5,1,2,0,2,0,2,2,2,2,4,-1,91
7,0,0,9,155,55,1,29,2,2,0,0,2,52,14,16,14,18,1,3,1,1,2,1,4,3,1,12,0,19,4,0,0,4,4,9,-1,9,2,2,5,2,2,2,2,2,2,0,3,2,0,0,1,1,2,3,4,5,0,0,0,0,0,0,2,0,0,0,0,2,2,6,91
2,0,0,1,253,45,2,30,2,0,0,0,0,63,14,12,9,97,1,1,0,7,1,1,6,3,1,12,10,19,6,2,3,7,-1,-1,-1,-1,1,3,2,1,3,0,0,0,0,4,2,0,1,2,1,2,2,1,1,1,4,3,5,1,2,0,0,0,1,2,1,0,-1,3,91
4,0,0,2,178,75,3,26,0,2,0,0,0,56,17,9,12,97,3,0,1,7,2,1,6,3,1,12,12,19,4,0,0,0,1,0,-1,3,2,2,7,2,2,0,0,0,0,3,1,0,2,1,0,0,0,0,0,0,2,5,4,3,1,0,2,0,2,2,2,2,0,-1,91
1,0,0,2,27,43,1,37,2,2,0,0,1,38,19,16,16,98,4,3,3,1,1,1,4,8,1,12,12,19,5,3,2,4,3,4,-1,4,1,3,3,1,3,2,2,2,2,0,1,1,0,0,1,3,2,2,2,2,0,0,0,0,0,0,2,0,0,0,0,2,3,2,91
1,0,0,2,434,25,3,25,0,2,0,0,0,41,13,12,11,97,1,1,0,7,2,1,6,3,1,2,2,19,5,2,3,0,3,3,-1,2,1,1,3,1,1,0,0,0,0,4,2,0,1,1,0,0,0,0,0,0,2,5,4,3,1,0,2,0,1,1,1,2,2,-1,91
7,0,0,2,275,34,2,20,2,0,0,0,0,70,11,97,5,97,0,7,0,7,2,1,3,2,5,9,99,19,4,2,3,1,-1,-1,-1,-1,2,2,8,2,2,0,0,0,0,2,2,0,2,2,2,2,1,1,1,2,3,4,5,1,2,0,0,0,2,1,2,0,-1,0,91
3,0,0,2,599,36,5,0,0,0,0,0,0,20,9,97,11,97,0,7,1,7,1,1,6,3,5,98,7,35,3,0,0,5,-1,-1,-1,-1,4,3,0,4,3,0,0,0,0,3,2,0,1,1,2,4,2,1,2,4,1,4,5,3,2,0,0,0,2,2,8,0,-1,0,91
1,0,0,2,259,49,1,39,2,2,0,0,2,41,15,7,9,12,2,0,0,1,1,1,6,3,1,10,10,35,2,3,3,0,4,5,-1,4,2,2,0,2,2,2,2,2,2,1,3,3,3,2,0,0,0,0,0,0,1,5,4,3,2,0,2,0,2,2,2,2,1,-1,91
2,0,0,2,453,22,2,18,1,0,0,0,0,69,12,97,98,97,1,7,0,7,2,1,3,3,5,9,1,54,7,1,3,4,-1,-1,-1,-1,1,1,6,1,1,0,0,0,0,1,1,0,1,2,2,2,2,2,2,2,2,4,5,3,1,0,0,0,1,1,1,0,-1,1,91
1,0,0,2,514,31,5,0,0,0,0,0,0,22,11,12,12,97,0,1,1,7,1,1,5,3,1,10,10,54,4,0,0,0,9,9,-1,9,4,3,0,4,3,0,0,0,0,8,2,0,2,3,0,0,0,0,0,0,4,2,5,1,3,0,1,0,1,1,1,1,1,-1,91
5,0,0,2,777,30,2,20,2,0,0,0,0,75,10,6,5,97,0,0,0,7,2,1,6,3,1,9,0,54,5,0,0,1,-1,-1,-1,-1,2,2,7,2,2,0,0,0,0,4,1,0,3,1,2,2,2,2,2,3,5,4,3,1,2,0,0,0,2,1,2,0,-1,4,91
7,0,0,2,264,30,2,24,2,0,0,0,0,73,12,6,99,97,1,0,9,7,2,1,3,3,1,12,0,54,5,0,0,7,2,0,-1,7,2,2,7,2,2,0,0,0,0,0,2,0,0,0,2,3,2,1,2,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,91
5,0,0,2,796,36,1,21,2,2,0,0,2,70,12,98,98,12,1,0,0,1,1,1,3,3,1,11,0,4,5,2,2,3,-1,-1,-1,-1,2,2,1,2,2,2,2,2,2,1,3,2,4,2,2,5,5,4,2,7,1,5,4,3,2,0,0,0,2,1,2,0,-1,3,91
1,0,0,2,308,50,1,24,2,2,0,0,0,32,12,8,10,12,1,0,0,1,1,1,1,3,1,10,10,4,3,0,0,0,3,4,-1,3,2,2,4,2,2,2,2,1,2,2,2,1,2,2,0,0,0,0,0,0,1,5,3,4,2,0,2,0,1,1,1,2,3,-1,91
1,0,0,1,558,54,1,19,2,2,0,0,2,36,12,12,18,14,1,1,4,2,1,1,3,3,1,12,12,4,4,2,2,5,2,2,-1,2,1,2,2,1,1,1,2,1,2,0,2,1,0,0,1,3,3,2,2,4,0,0,0,0,0,0,2,0,0,0,0,2,1,4,91
6,0,0,2,243,44,1,24,2,2,0,0,2,28,9,8,8,11,0,0,0,0,2,1,2,3,1,6,0,4,4,3,2,3,-1,-1,-1,-1,1,1,7,1,1,2,2,2,2,4,2,2,3,2,3,4,3,2,2,4,4,3,5,2,1,0,0,0,2,2,2,0,-1,0,91
1,0,0,2,479,23,1,19,2,2,0,0,1,44,14,7,12,11,2,0,1,0,2,1,2,3,1,12,11,4,5,0,0,0,3,4,-1,3,1,2,2,1,1,1,2,4,3,2,2,1,2,2,0,0,0,0,0,0,2,5,4,3,1,0,2,0,1,1,1,2,1,-1,91
7,0,0,2,243,44,1,19,2,2,0,0,2,32,14,97,12,19,1,7,1,2,2,1,5,3,5,12,9,4,4,2,3,2,2,4,-1,4,2,2,4,2,2,2,2,2,2,0,1,1,0,0,2,4,2,1,1,3,0,0,0,0,0,0,2,0,0,0,0,1,3,0,91
1,0,0,2,19,51,1,21,2,2,0,0,1,58,14,14,12,15,1,1,1,1,1,1,6,3,1,12,12,4,4,0,0,4,-1,-1,-1,-1,2,2,7,2,2,2,2,2,2,3,1,1,2,1,2,2,2,2,2,2,3,5,4,1,2,0,0,0,2,1,1,0,-1,0,91
1,0,0,2,217,51,5,0,0,0,0,0,0,54,16,18,97,97,3,4,7,7,2,3,6,0,4,13,13,679,6,3,3,0,-1,8,-1,4,2,2,8,2,2,0,0,0,0,4,2,0,3,2,0,0,0,0,0,0,3,4,5,2,1,0,2,0,2,2,2,2,2,-1,91
6,0,0,2,313,46,1,20,2,2,0,0,2,22,11,97,5,14,1,7,0,1,2,2,6,9,5,12,0,679,2,0,0,1,0,9,-1,0,2,2,6,1,1,2,2,2,2,0,2,1,0,0,2,2,3,1,1,2,0,0,0,0,0,0,2,0,0,0,0,1,5,6,91
7,0,0,0,0,0,1,16,2,2,0,0,9,27,9,98,98,6,0,8,0,0,2,1,6,9,0,10,0,679,4,2,1,4,-1,-1,-1,-1,1,1,5,2,2,2,2,2,2,2,1,2,1,2,3,1,1,1,1,1,1,4,5,3,2,0,0,0,2,1,2,0,-1,1,91
1,0,0,2,105,62,5,0,0,0,0,0,0,28,16,19,17,97,3,4,3,7,2,1,4,9,1,11,10,679,1,3,1,1,-1,-1,-1,-1,3,3,3,3,3,0,0,0,0,4,2,0,2,1,2,2,1,3,2,4,4,3,5,2,1,0,0,0,1,1,1,0,-1,3,91
1,0,0,2,435,28,4,23,0,2,0,0,0,31,16,14,14,97,3,1,1,7,2,1,3,9,1,9,8,679,2,0,0,2,-1,-1,-1,-1,4,3,1,4,3,0,0,0,0,4,2,0,2,1,1,2,1,2,2,3,4,5,3,2,1,0,0,0,1,1,1,0,-1,0,91
1,0,0,2,785,35,5,0,0,0,0,0,0,18,12,5,6,97,1,0,0,7,1,1,1,0,1,12,9,679,5,9,9,0,4,0,-1,3,2,2,3,2,2,0,0,0,0,4,2,0,3,2,0,0,0,0,0,0,1,2,5,3,4,0,2,0,2,2,2,1,3,-1,91
1,0,0,1,188,52,5,0,0,0,0,0,0,33,16,18,18,97,3,3,4,7,2,1,6,9,1,10,10,679,1,3,1,2,-1,-1,-1,-1,4,3,0,1,1,0,0,0,0,4,2,0,1,1,1,1,2,5,2,3,3,5,4,2,1,0,0,0,1,1,1,0,-1,0,91
7,0,0,0,0,0,5,0,0,0,0,0,0,27,10,8,11,97,0,0,0,7,2,1,4,9,1,12,0,43,6,0,0,0,2,3,-1,3,4,3,0,4,3,0,0,0,0,3,2,0,2,2,0,0,0,0,0,0,3,4,5,2,1,0,2,0,1,1,1,2,4,-1,91
2,0,0,1,274,32,4,18,0,2,0,0,0,38,13,14,16,97,1,1,3,7,1,1,2,9,1,13,13,43,2,1,3,0,7,4,-1,5,1,3,2,2,2,0,0,0,0,4,2,0,2,1,0,0,0,0,0,0,3,4,5,2,1,0,2,0,1,1,1,2,3,-1,91
2,0,0,2,274,32,1,27,2,2,0,0,2,37,12,6,8,12,1,0,0,1,2,1,3,2,1,12,10,43,4,0,0,4,4,2,-1,4,2,2,2,2,2,1,3,1,3,0,2,1,0,0,2,6,4,1,2,1,0,0,0,0,0,0,2,0,0,0,0,2,2,2,91
2,0,0,2,425,32,4,18,0,2,0,0,0,39,12,12,98,97,1,8,8,7,2,1,4,9,3,12,8,43,4,2,3,5,-1,-1,-1,-1,1,2,1,1,3,0,0,0,0,4,1,0,1,2,2,2,3,3,1,4,2,4,5,3,1,0,0,0,1,1,1,0,-1,1,91
1,0,0,2,274,32,1,15,1,2,0,0,2,34,9,98,98,10,1,8,8,0,2,1,3,9,1,12,9,43,8,0,0,0,9,9,-1,9,1,1,0,1,1,4,3,4,3,4,2,2,3,2,0,0,0,0,0,0,1,4,5,2,3,0,2,0,2,1,2,2,2,-1,91
3,0,0,2,426,42,3,18,0,2,0,0,0,38,11,8,98,97,0,0,0,7,1,1,1,8,1,10,10,43,3,2,3,5,2,4,-1,2,4,3,0,2,2,0,0,0,0,0,3,0,0,0,3,4,5,5,3,4,0,0,0,0,0,0,1,0,0,0,0,3,6,1,91
2,0,0,2,143,74,1,23,2,2,0,0,1,47,18,8,12,17,4,0,1,3,2,1,6,0,1,12,6,11,4,0,0,1,4,4,-1,4,3,3,2,3,3,3,3,3,3,0,1,1,0,0,1,1,3,1,2,4,0,0,0,0,0,0,2,0,0,0,0,2,2,2,91
1,0,0,1,254,49,1,22,2,9,0,0,2,47,16,12,10,16,3,1,0,3,1,1,5,2,1,12,12,11,4,0,0,0,1,1,-1,6,4,3,2,1,1,1,1,1,1,4,2,2,2,2,0,0,0,0,0,0,3,5,4,2,1,0,2,0,1,1,1,2,1,-1,91
7,0,0,2,156,64,1,26,2,2,0,0,2,61,16,11,16,16,3,0,3,3,2,1,2,9,1,12,0,11,4,3,3,6,2,3,-1,2,1,3,1,1,3,4,3,2,2,0,2,2,0,0,1,1,2,2,2,2,0,0,0,0,0,0,2,0,0,0,0,2,2,3,91
5,0,0,2,84,86,1,34,2,2,0,0,2,71,20,97,12,16,4,7,1,3,1,1,3,5,5,12,99,11,3,0,0,8,-1,-1,-1,-1,4,3,0,1,1,4,3,1,1,4,3,2,1,1,1,1,1,1,1,1,3,5,4,2,1,0,0,0,1,1,1,0,-1,2,91
2,0,0,2,217,51,5,0,0,0,0,0,0,21,14,18,18,97,1,4,4,7,2,1,4,9,1,10,6,103,5,3,3,6,-1,-1,-1,-1,4,3,0,1,3,0,0,0,0,4,2,0,2,1,1,4,2,3,2,4,3,5,4,2,1,0,0,0,1,1,1,0,-1,3,91
2,0,0,2,276,29,5,0,0,0,0,0,0,21,14,20,16,97,1,4,3,7,2,1,5,9,1,5,99,103,3,3,1,4,-1,-1,-1,-1,3,3,3,3,3,0,0,0,0,4,1,0,1,1,1,4,1,1,1,3,2,5,4,3,1,0,0,0,1,1,1,0,-1,0,91
2,0,0,2,19,51,5,0,0,0,0,0,0,21,13,99,18,97,1,9,4,7,1,1,6,9,3,8,3,103,2,3,1,1,-1,-1,-1,-1,3,3,1,3,3,0,0,0,0,4,2,0,2,2,2,3,2,2,1,2,3,2,5,4,1,0,0,0,1,1,1,0,-1,3,91
6,0,0,0,0,0,5,0,0,0,0,0,0,21,14,20,14,97,1,4,1,7,1,1,6,9,1,9,0,103,6,2,2,5,-1,-1,-1,-1,5,9,3,5,9,0,0,0,0,4,1,0,1,1,1,4,2,2,2,2,1,4,5,2,3,0,0,0,2,2,2,0,-1,3,91
2,0,0,2,277,22,5,0,0,0,0,0,0,26,15,13,16,97,1,1,3,7,1,1,4,9,3,9,0,103,1,0,0,0,5,3,-1,7,4,3,0,1,2,0,0,0,0,4,2,0,2,2,0,0,0,0,0,0,5,4,1,3,2,0,2,0,1,1,1,1,3,-1,91
1,0,0,2,23,65,3,25,0,2,0,0,0,48,17,97,18,97,3,7,4,7,2,1,3,8,5,12,12,103,3,0,0,3,-1,-1,-1,-1,1,2,4,2,2,0,0,0,0,4,2,0,2,2,1,3,2,1,1,1,2,5,4,3,1,0,0,0,1,1,1,0,-1,3,91
6,0,0,2,789,31,5,0,0,0,0,0,0,22,15,14,12,97,1,1,1,7,2,1,5,9,3,99,4,103,3,0,0,0,2,2,-1,2,2,2,1,2,2,0,0,0,0,4,1,0,2,1,0,0,0,0,0,0,4,3,5,2,1,0,2,0,1,1,1,1,5,-1,91
5,0,0,2,431,49,1,24,2,2,0,0,2,74,16,97,98,14,3,7,9,1,1,1,5,5,7,12,0,14,6,0,0,7,-1,-1,-1,-1,1,3,3,1,2,1,2,1,2,4,1,1,2,1,2,1,1,1,1,1,2,3,5,4,1,0,0,0,2,2,2,0,-1,2,91
1,0,0,2,443,21,5,0,0,0,0,0,0,21,14,18,18,97,1,4,4,7,2,1,5,5,1,12,10,14,4,3,8,0,8,9,-1,-1,2,2,0,2,2,0,0,0,0,4,1,0,1,2,0,0,0,0,0,0,2,5,3,4,1,0,2,0,8,8,8,1,1,-1,91
7,0,0,2,387,43,1,22,2,2,0,0,2,50,18,16,15,20,4,3,1,4,2,1,5,0,1,12,0,14,2,0,0,0,6,0,-1,8,1,3,0,1,1,1,3,2,2,4,1,1,1,2,0,0,0,0,0,0,3,5,4,2,1,0,2,0,1,1,1,2,0,-1,91
1,0,0,2,5,51,1,23,1,2,0,0,1,26,16,16,14,12,3,3,1,1,2,1,5,5,1,12,12,14,4,2,3,3,3,9,-1,9,1,3,2,1,3,1,3,1,3,0,1,1,0,0,1,2,2,1,1,1,0,0,0,0,0,0,2,0,0,0,0,3,1,1,91
1,0,0,1,19,51,1,28,2,2,0,0,0,40,9,6,6,12,0,0,0,1,1,3,6,0,1,13,13,36,8,0,0,8,-1,-1,-1,-1,5,9,3,5,9,5,9,5,9,8,1,1,2,8,3,2,1,1,1,1,2,3,4,5,1,0,0,0,2,2,2,0,-1,0,91
1,0,0,2,26,61,5,0,0,0,0,0,0,47,16,98,98,97,4,0,0,7,1,1,4,5,8,12,12,36,5,3,1,4,-1,-1,-1,-1,1,3,4,1,3,0,0,0,0,4,3,0,3,3,1,4,2,3,1,3,3,4,5,2,1,0,0,0,2,1,1,0,-1,6,91
5,0,0,2,5,51,5,0,0,0,0,0,0,65,20,6,6,97,4,0,0,7,1,1,6,2,1,12,0,36,4,3,2,5,6,2,-1,5,3,3,0,3,3,0,0,0,0,0,3,0,0,0,1,4,5,4,3,3,0,0,0,0,0,0,2,0,0,0,0,2,4,4,91
1,0,0,1,19,51,4,33,0,2,0,0,0,39,18,16,16,97,4,3,3,7,1,1,5,5,2,12,12,36,5,0,0,5,-1,-1,-1,-1,1,3,1,1,3,0,0,0,0,4,1,0,1,1,2,1,1,8,1,1,2,5,4,3,1,0,0,0,2,2,2,0,-1,2,91
3,0,0,1,208,57,5,0,0,0,0,0,0,37,20,16,12,97,4,3,1,7,1,3,6,0,1,12,12,63,4,0,0,0,2,0,-1,3,4,3,0,4,3,0,0,0,0,3,2,0,2,1,0,0,0,0,0,0,3,4,5,2,1,0,2,0,2,2,2,1,2,-1,91
1,0,0,2,9,63,3,22,0,2,0,0,0,29,17,16,12,97,3,3,1,7,2,1,5,9,1,12,12,63,3,2,3,5,-1,-1,-1,-1,2,2,4,2,2,0,0,0,0,4,2,0,1,2,1,1,3,5,6,2,4,3,5,2,1,0,0,0,1,1,1,0,-1,0,91
1,0,0,2,53,69,5,0,0,0,0,0,0,31,18,12,16,97,4,1,3,7,1,1,6,0,1,12,12,63,3,0,0,0,4,2,-1,5,1,3,2,1,3,0,0,0,0,4,2,0,1,1,0,0,0,0,0,0,2,5,4,3,1,0,2,0,1,1,1,1,1,-1,91
2,0,0,2,877,23,5,0,0,0,0,0,0,28,16,20,12,97,3,4,1,7,1,1,5,2,1,11,11,63,7,1,3,7,8,9,-1,2,3,3,8,3,3,0,0,0,0,0,1,0,0,0,1,1,2,3,3,4,0,0,0,0,0,0,2,0,0,0,0,1,3,6,91
1,0,0,2,178,75,5,0,0,0,0,0,0,32,20,19,16,97,3,4,3,7,2,1,5,2,1,12,12,63,1,0,0,1,4,8,-1,7,1,3,3,1,3,0,0,0,0,0,1,0,0,0,1,1,2,2,1,3,0,0,0,0,0,0,2,0,0,0,0,1,2,0,91
5,0,0,2,5,51,3,40,0,2,0,0,0,85,10,97,98,97,0,7,0,7,2,1,4,4,5,10,0,63,5,0,0,0,3,-1,-1,5,1,1,8,1,2,0,0,0,0,3,2,0,2,2,0,0,0,0,0,0,5,1,4,2,3,0,1,0,2,2,2,2,4,-1,91
2,0,0,2,313,46,5,0,0,0,0,0,0,33,16,19,17,97,3,3,3,7,2,1,5,5,1,11,10,63,4,3,3,3,0,0,-1,0,2,2,5,2,2,0,0,0,0,0,2,0,0,0,3,5,1,2,1,4,0,0,0,0,0,0,2,0,0,0,0,1,1,3,91
1,0,0,2,166,63,4,30,0,2,0,0,0,47,20,6,12,97,4,0,1,7,1,1,6,2,1,12,12,63,4,2,3,0,3,8,-1,9,3,3,7,3,3,0,0,0,0,4,1,0,1,1,0,0,0,0,0,0,5,3,1,4,2,0,2,0,1,1,1,3,2,-1,91
1,0,0,2,389,33,5,0,0,0,0,0,0,49,12,9,12,97,1,0,1,7,2,1,3,2,1,13,13,63,4,0,0,7,-1,-1,-1,-1,1,2,0,1,2,0,0,0,0,0,2,0,0,0,1,1,1,4,1,1,0,0,0,0,0,0,2,0,0,0,0,2,1,0,91
5,0,0,2,313,46,2,21,2,0,0,0,0,68,12,97,12,97,1,7,1,7,2,1,5,0,5,10,0,63,5,2,1,4,-1,-1,-1,-1,1,9,3,1,2,0,0,0,0,4,3,0,3,2,2,3,6,6,5,7,3,1,5,4,2,0,0,0,1,1,1,0,-1,0,91
2,0,0,2,187,58,5,0,0,0,0,0,0,22,15,14,16,97,1,1,3,7,1,1,5,3,1,98,7,63,5,0,0,0,5,1,-1,8,3,3,4,3,3,0,0,0,0,4,2,0,2,2,0,0,0,0,0,0,1,5,3,4,2,0,8,0,1,1,1,1,4,-1,91
1,0,0,2,195,60,5,0,0,0,0,0,0,33,19,20,17,97,4,4,3,7,1,1,4,5,1,12,12,63,5,0,0,5,-1,-1,-1,-1,1,3,4,1,3,0,0,0,0,4,3,0,1,2,1,2,2,4,3,2,4,2,5,3,1,0,0,0,1,1,1,0,-1,1,91
2,0,0,2,319,39,3,17,0,1,0,0,0,72,12,98,98,97,1,8,8,7,2,1,6,5,1,13,13,63,2,0,0,8,-1,-1,-1,-1,2,2,5,2,2,0,0,0,0,8,1,0,2,2,1,1,1,1,1,1,2,4,5,3,1,0,0,0,8,8,8,0,-1,0,91
1,0,0,2,174,52,5,0,0,0,0,0,0,29,18,16,14,97,4,3,2,7,2,1,3,2,1,12,12,63,2,0,0,4,0,0,-1,0,2,2,5,2,2,0,0,0,0,0,1,0,0,0,1,3,2,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,2,3,91
2,0,0,2,877,23,5,0,0,0,0,0,0,21,13,97,12,97,1,7,1,7,2,2,5,5,5,9,9,32,4,0,0,0,4,6,-1,3,1,1,3,1,1,0,0,0,0,4,1,0,1,1,0,0,0,0,0,0,1,4,5,2,3,0,8,0,1,1,1,1,3,-1,91
2,0,0,2,678,56,5,0,0,0,0,0,0,26,15,97,15,97,1,7,1,7,2,2,6,5,5,12,12,32,4,2,3,5,4,0,-1,0,1,1,7,1,1,0,0,0,0,0,1,0,0,0,2,7,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,8,91
4,0,0,2,313,46,5,0,0,0,0,0,0,36,12,98,97,97,1,8,7,7,2,2,6,5,4,13,13,32,4,0,0,8,-1,-1,-1,-1,1,1,7,1,1,0,0,0,0,4,1,0,1,2,2,3,2,1,1,1,1,2,5,4,3,0,0,0,1,1,1,0,-1,0,91
7,0,0,2,319,39,5,0,0,0,0,0,0,22,12,98,16,97,1,8,3,7,2,2,6,2,8,9,9,32,2,3,2,0,4,1,-1,3,2,2,2,1,1,0,0,0,0,4,1,0,1,1,0,0,0,0,0,0,2,3,4,1,5,0,1,0,1,1,1,1,6,-1,91
2,0,0,2,563,36,1,27,2,2,0,0,0,49,12,6,12,12,1,0,1,1,1,2,5,5,1,10,10,32,6,0,0,8,9,9,-1,-1,1,2,1,1,2,1,1,1,2,0,1,2,0,0,2,1,2,1,1,1,0,0,0,0,0,0,2,0,0,0,0,2,1,0,91
