wrkstat,occ,prestige,wrkslf,occ80,prestg80,marital,agewed,divorce,widowed,spocc,sppres,spwrkslf,age,educ,paeduc,maeduc,speduc,degree,padeg,madeg,spdeg,sex,race,res16,reg16,family16,income,rincome,size,polviews,natarms,natfare,eqwlth,russia,japan,england,china,relig,fund,attend,relig16,fund16,sprel,spfund,sprel16,spfund16,racseg,happy,hapmar,health,life,trust,satcity,sathobby,satfam,satfrnd,sathealt,jobinc,jobsec,jobhour,jobpromo,jobmeans,rank,fepol,fecare,abnomore,abpoor,absingle,chldmore,tvhours,memnum,year
5,245,50,1,0,0,2,19,2,0,0,0,0,77,8,0,0,97,0,0,0,7,2,1,3,3,1,5,0,1,2,2,3,1,7,4,8,8,2,2,8,1,2,0,0,0,0,0,1,0,0,0,2,1,1,1,1,3,0,0,0,0,0,0,2,0,2,2,2,2,1,1,83
5,982,25,2,0,0,1,18,2,0,502,40,2,68,8,4,3,11,0,0,0,0,2,1,2,3,3,8,0,1,0,3,3,5,6,6,3,5,1,3,7,1,2,4,3,1,3,0,3,3,0,0,0,3,3,6,4,3,0,0,0,0,0,7,2,3,2,1,1,2,8,3,83
1,144,63,2,0,0,1,22,2,0,144,63,2,27,16,12,11,16,3,1,0,3,1,1,3,3,1,10,9,1,4,2,3,5,6,6,3,3,2,2,5,2,2,4,3,1,2,0,2,1,0,0,2,1,2,1,1,1,0,0,0,0,0,0,2,0,2,2,2,1,5,3,83
1,245,50,2,0,0,1,19,2,0,785,17,2,53,12,4,8,10,1,0,0,0,2,1,2,3,1,12,11,1,0,3,2,5,3,3,3,3,1,3,8,4,3,1,3,4,3,0,1,1,0,0,0,2,2,1,1,2,0,0,0,0,0,2,2,2,1,1,1,2,1,2,83
5,381,23,1,0,0,1,26,2,0,64,61,1,70,12,8,8,17,1,0,0,3,2,1,3,3,1,12,0,1,6,2,3,5,3,3,3,3,1,3,5,1,3,1,3,1,3,0,1,1,0,0,1,6,2,2,2,1,0,0,0,0,0,0,2,0,1,1,1,2,3,4,83
4,100,52,2,0,0,1,21,2,0,75,62,2,26,16,18,17,14,3,4,4,2,1,1,3,3,1,11,10,1,0,2,1,5,7,2,0,4,2,2,4,1,3,2,2,2,2,0,2,1,0,0,0,3,2,1,3,2,0,0,0,0,0,2,2,2,2,2,2,2,3,2,83
5,372,46,2,0,0,1,25,2,0,192,57,2,65,12,5,2,12,1,0,0,1,2,1,3,3,1,10,0,1,0,3,2,3,9,3,0,2,1,3,7,1,2,1,3,1,1,0,1,1,0,0,0,3,2,2,2,2,0,0,0,0,0,5,1,2,1,1,2,2,3,1,83
7,371,46,2,0,0,1,24,2,0,485,35,2,34,12,10,11,15,1,0,0,3,2,1,3,3,1,9,0,1,0,2,3,5,7,2,2,5,1,1,8,1,1,1,1,1,2,0,2,1,0,0,0,2,1,1,1,2,0,0,0,0,0,5,1,3,2,2,2,2,2,2,83
5,216,38,2,0,0,1,19,1,0,142,60,2,83,10,8,10,12,0,0,0,1,1,1,2,3,1,9,0,3,4,3,3,4,3,2,0,3,4,3,0,1,1,2,2,2,2,0,2,1,0,0,1,2,2,2,2,2,0,0,0,0,0,0,2,0,2,2,2,2,6,0,83
5,801,41,1,0,0,2,23,2,0,0,0,0,89,8,98,97,97,0,0,7,7,1,1,2,3,4,7,0,3,0,2,2,6,9,3,1,3,1,1,7,1,1,0,0,0,0,0,1,0,0,0,0,2,2,3,2,3,0,0,0,0,0,6,2,4,2,2,2,2,3,1,83
2,215,41,2,0,0,5,0,0,0,0,0,0,29,12,97,98,97,1,7,1,7,1,1,1,3,5,13,13,3,6,1,1,1,9,2,2,4,1,1,8,1,1,0,0,0,0,0,1,0,0,0,1,5,1,3,2,1,0,0,0,0,0,0,1,0,2,2,2,2,2,4,83
7,0,0,0,0,0,1,23,2,0,481,33,2,27,12,8,12,11,1,0,1,0,2,1,1,3,1,11,0,3,0,2,3,7,9,7,4,7,1,1,2,1,1,1,2,1,2,0,3,2,0,0,0,3,3,1,2,4,0,0,0,0,0,2,1,2,2,2,1,1,3,3,83
5,124,78,2,0,0,2,25,2,0,0,0,0,89,15,12,12,97,1,1,1,7,2,1,3,3,1,3,0,3,8,2,8,8,-1,-1,4,-1,1,3,4,1,3,0,0,0,0,0,2,0,0,0,1,4,3,8,3,3,0,0,0,0,0,0,1,0,8,2,1,2,1,3,83
1,360,41,2,0,0,1,19,2,0,643,19,2,22,12,6,15,12,1,0,1,1,2,1,1,3,1,11,9,3,0,2,3,5,6,4,2,5,1,1,8,1,1,1,1,1,1,0,1,1,0,0,0,1,2,1,1,3,0,0,0,0,0,5,1,2,2,2,2,1,2,3,83
2,310,31,2,0,0,1,17,2,0,220,50,2,41,12,4,8,13,1,0,0,1,2,1,2,3,1,12,3,3,5,1,2,3,5,8,2,7,1,2,4,1,1,1,2,1,2,0,2,2,0,0,1,3,3,4,3,4,0,0,0,0,0,0,2,0,2,2,2,2,3,3,83
5,915,20,2,0,0,2,24,2,0,0,0,0,69,12,8,14,97,1,0,2,7,2,1,2,4,1,10,0,1,0,2,3,7,9,9,6,9,1,2,8,1,2,0,0,0,0,0,2,0,0,0,0,1,1,1,1,3,0,0,0,0,0,4,2,2,1,1,1,2,2,2,83
2,372,46,2,0,0,3,19,0,0,0,0,0,32,12,8,8,97,1,0,0,7,2,1,2,4,1,5,3,1,6,3,2,1,9,-1,4,7,1,2,7,1,2,0,0,0,0,0,2,0,0,0,3,2,2,1,1,1,0,0,0,0,0,0,1,0,2,2,2,2,2,1,83
5,75,62,1,0,0,1,21,2,0,245,50,2,53,12,10,10,18,1,0,0,4,2,1,3,4,1,12,0,1,0,3,2,5,7,0,2,5,1,3,7,1,2,1,3,1,2,0,1,1,0,0,0,1,1,1,2,6,0,0,0,0,0,4,2,1,1,2,1,2,3,5,83
2,144,63,2,0,0,5,0,0,0,0,0,0,27,17,8,12,97,3,0,1,7,2,1,4,4,1,9,9,1,0,2,3,5,7,6,2,6,1,1,7,1,1,0,0,0,0,0,1,0,0,0,0,2,2,2,1,2,0,0,0,0,0,4,1,2,1,1,1,1,2,5,83
1,602,27,2,0,0,3,23,0,0,0,0,0,31,12,12,12,97,1,1,1,7,2,1,3,4,1,7,6,1,0,2,2,3,8,4,0,6,1,2,7,1,2,0,0,0,0,0,3,0,0,0,0,2,3,1,2,2,0,0,0,0,0,8,2,2,2,2,2,2,5,1,83
7,633,28,2,0,0,1,21,1,0,925,36,2,45,12,8,12,12,1,0,1,1,1,1,3,4,1,8,0,1,2,1,1,1,2,5,2,4,1,3,2,1,1,1,3,1,3,0,2,1,0,0,2,4,1,1,1,5,0,0,0,0,0,0,2,0,1,1,1,2,6,1,83
2,925,36,2,0,0,1,19,2,0,801,41,1,67,8,98,97,7,0,0,7,0,2,1,2,4,4,9,4,1,0,8,3,4,7,3,2,3,1,3,7,1,3,1,3,1,3,0,1,1,0,0,0,2,4,2,3,3,0,0,0,0,0,7,2,2,2,2,2,2,4,0,83
1,415,40,2,0,0,1,20,2,0,663,25,2,26,12,8,12,12,1,0,1,1,1,1,2,4,1,11,10,1,5,2,3,1,9,5,1,5,1,3,4,1,3,1,3,1,3,0,2,1,0,0,1,3,2,2,2,1,0,0,0,0,0,0,2,0,1,2,2,2,3,4,83
7,663,25,2,0,0,1,21,2,0,280,34,1,29,12,12,8,12,1,1,0,1,2,1,2,4,1,10,0,1,0,2,3,3,9,4,4,7,1,1,7,1,1,1,1,1,1,0,2,2,0,0,0,1,4,1,2,2,0,0,0,0,0,7,1,2,2,2,1,2,0,1,83
1,801,41,1,0,0,1,24,2,0,310,31,2,57,8,8,8,12,0,0,0,1,1,1,2,4,1,9,7,1,4,1,2,2,4,4,5,5,1,2,3,1,2,1,2,4,3,0,2,1,0,0,2,6,2,1,4,4,0,0,0,0,0,0,2,0,2,2,8,2,0,0,83
7,801,41,1,0,0,1,18,2,0,801,41,1,30,12,8,8,10,1,0,0,0,2,1,3,4,1,2,1,1,0,3,3,4,5,5,4,6,1,1,2,1,1,1,1,1,1,0,2,1,0,0,0,2,3,2,2,2,0,0,0,0,0,5,2,2,1,1,1,2,6,0,83
2,801,41,2,0,0,3,19,0,0,0,0,0,25,12,16,16,97,1,3,3,7,1,1,2,4,1,12,4,1,3,3,1,3,9,5,3,6,1,2,5,1,2,0,0,0,0,0,2,0,0,0,2,2,2,2,1,3,0,0,0,0,0,0,2,0,2,1,2,1,2,12,83
5,801,41,1,0,0,2,25,2,0,0,0,0,79,8,8,8,97,0,0,0,7,1,1,2,4,1,10,0,1,0,1,3,2,7,5,6,3,1,3,0,1,2,0,0,0,0,0,2,0,0,0,0,2,2,2,2,2,0,0,0,0,0,6,2,3,2,1,2,2,6,2,83
1,801,41,1,0,0,1,19,2,0,382,36,2,36,13,12,12,12,1,1,1,1,1,1,2,4,1,11,10,1,5,3,3,6,7,5,2,7,1,3,7,1,3,1,3,1,3,0,2,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,2,1,1,2,2,8,83
1,473,37,2,0,0,1,19,2,0,280,34,2,22,12,12,12,12,1,1,1,1,1,1,2,4,1,11,9,1,0,2,1,2,4,4,3,4,1,1,7,1,1,1,1,1,1,0,3,1,0,0,0,2,2,2,2,2,0,0,0,0,0,3,8,2,2,2,2,1,3,1,83
1,224,58,2,0,0,1,21,2,0,715,32,1,38,14,12,11,13,1,1,0,1,2,1,1,6,1,9,9,1,5,2,3,2,6,5,4,7,1,1,8,1,1,1,1,1,2,0,2,1,0,0,1,2,2,1,2,3,0,0,0,0,0,0,2,0,2,2,2,2,2,2,83
4,436,33,2,0,0,5,0,0,0,0,0,0,60,9,97,4,97,0,7,0,7,1,1,2,4,5,7,0,1,4,1,3,4,8,3,5,6,2,2,7,2,2,0,0,0,0,0,2,0,0,0,2,4,3,3,4,4,0,0,0,0,0,0,8,0,2,1,2,2,4,1,83
2,144,63,2,0,0,1,23,2,0,245,50,1,39,16,6,8,12,3,0,0,1,2,1,3,4,1,11,0,1,0,2,1,3,9,4,1,9,2,2,7,2,2,1,2,1,2,0,2,1,0,0,0,2,3,1,2,1,0,0,0,0,0,3,2,1,2,2,2,2,1,4,83
1,280,34,2,0,0,5,0,0,0,0,0,0,22,12,12,12,97,1,1,1,7,1,1,3,4,1,8,8,1,3,1,3,7,9,7,3,9,2,2,4,2,2,0,0,0,0,0,1,0,0,0,1,2,1,1,1,3,0,0,0,0,0,0,1,0,2,2,2,1,0,4,83
1,754,17,2,0,0,1,24,2,0,922,48,2,60,12,6,6,12,1,0,0,1,1,1,3,4,1,11,9,1,0,2,2,4,6,4,4,5,1,2,3,1,2,1,2,1,2,0,2,2,0,0,0,2,5,3,3,4,0,0,0,0,0,5,1,2,2,1,2,2,1,0,83
1,142,60,2,0,0,4,21,0,0,0,0,0,44,16,18,16,97,3,4,3,7,2,1,4,4,1,11,10,1,0,2,2,7,5,2,0,4,1,2,7,1,2,0,0,0,0,0,2,0,0,0,0,2,2,1,1,2,0,0,0,0,0,1,2,1,2,2,2,2,2,8,83
1,710,27,2,0,0,3,19,0,0,0,0,0,30,12,3,6,97,1,0,0,7,1,1,1,5,1,10,10,10,4,1,1,2,6,7,4,5,1,1,1,1,1,0,0,0,0,0,2,0,0,0,2,3,2,1,2,3,0,0,0,0,0,0,1,0,1,1,1,3,5,0,83
7,0,0,0,0,0,1,18,2,0,441,45,2,26,12,9,7,11,1,0,0,1,2,1,3,5,3,9,0,10,0,1,3,1,9,4,1,5,1,1,2,1,1,1,1,1,1,0,2,2,0,0,0,2,6,1,2,2,0,0,0,0,0,5,1,2,2,2,2,2,6,0,83
2,755,23,1,0,0,5,0,0,0,0,0,0,19,8,98,98,97,0,0,0,7,1,1,4,5,1,11,0,10,0,1,1,1,6,3,1,9,1,1,0,1,1,0,0,0,0,0,2,0,0,0,0,2,4,2,1,2,0,0,0,0,0,6,2,1,2,2,2,1,6,2,83
4,933,14,2,0,0,5,0,0,0,0,0,0,23,8,98,11,97,0,0,0,7,1,1,3,5,1,7,4,8,0,3,1,1,7,1,2,8,1,1,0,1,1,0,0,0,0,0,3,0,0,0,0,2,3,2,4,2,0,0,0,0,0,6,1,2,1,2,2,1,2,0,83
5,710,27,2,0,0,2,20,2,0,0,0,0,75,3,0,0,97,0,0,0,7,1,2,3,6,2,9,0,8,0,1,1,1,-1,7,1,1,1,1,7,1,1,0,0,0,0,0,2,0,0,0,0,2,3,3,2,3,0,0,0,0,0,6,2,1,2,2,2,2,3,2,83
7,0,0,0,0,0,2,18,2,0,0,0,0,60,11,97,97,97,0,7,7,7,2,2,3,5,0,9,0,8,4,3,2,1,6,4,0,4,1,1,8,1,1,0,0,0,0,0,2,0,0,0,2,4,4,1,4,4,0,0,0,0,0,0,1,0,2,2,2,2,4,1,83
1,415,40,2,0,0,1,20,2,0,0,0,0,34,8,97,98,12,0,7,0,1,1,1,3,5,5,11,11,8,4,3,8,2,9,3,0,2,1,3,0,1,3,1,3,4,3,0,1,1,0,0,2,4,2,2,4,4,0,0,0,0,0,0,8,0,2,2,2,2,5,1,83
1,753,17,2,0,0,5,0,0,0,0,0,0,24,11,10,11,97,0,0,0,7,1,1,3,5,1,12,8,7,4,1,1,1,4,6,8,1,1,1,2,1,1,0,0,0,0,0,2,0,0,0,2,2,3,1,1,1,0,0,0,0,0,0,2,0,2,2,2,1,4,1,83
4,391,41,2,0,0,5,0,0,0,0,0,0,26,16,98,10,97,2,0,0,7,2,2,3,5,1,8,0,7,0,3,1,2,9,4,4,4,1,1,8,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2,0,0,0,0,0,9,2,2,2,2,2,1,3,4,83
1,441,45,2,0,0,1,19,2,0,0,0,0,27,12,12,12,14,1,1,1,1,1,1,3,3,1,12,12,7,2,1,3,4,5,2,0,0,1,1,0,1,1,1,1,4,3,0,2,1,0,0,2,6,4,1,1,2,0,0,0,0,0,0,1,0,1,1,2,3,4,1,83
1,280,34,2,0,0,1,19,2,0,705,28,2,33,12,3,4,11,1,0,0,0,2,1,3,5,1,9,3,7,0,1,2,1,9,4,2,4,1,1,3,4,3,1,1,1,1,0,2,3,0,0,0,2,4,2,2,2,0,0,0,0,0,6,2,2,2,2,2,2,1,0,83
5,710,27,2,0,0,1,20,2,0,0,0,0,61,8,5,6,11,0,0,0,0,1,1,1,5,1,9,0,7,4,2,2,1,9,1,1,1,1,1,8,1,1,1,1,1,1,0,1,1,0,0,2,1,1,1,1,4,0,0,0,0,0,0,1,0,2,2,2,2,3,4,83
7,0,0,0,0,0,1,17,2,0,753,17,2,43,3,9,6,6,0,0,0,0,2,1,3,5,8,8,0,7,0,8,3,1,-1,-1,-1,-1,4,3,0,4,3,4,3,4,3,0,3,2,0,0,0,3,3,3,3,3,0,0,0,0,0,8,1,2,2,2,2,2,6,0,83
7,672,25,2,0,0,1,17,2,0,662,28,2,56,11,0,7,5,1,0,0,0,1,1,2,5,1,6,2,1,0,3,2,2,0,-1,0,-1,1,1,7,1,1,1,1,1,1,0,1,1,0,0,0,2,3,2,2,4,0,0,0,0,0,9,1,4,2,2,2,2,1,0,83
7,0,0,0,0,0,1,15,2,0,161,53,2,25,8,97,98,12,0,7,8,1,2,1,1,5,5,6,0,1,0,1,9,4,4,3,4,5,4,3,0,4,3,1,2,1,2,0,2,2,0,0,0,4,4,3,2,4,0,0,0,0,0,4,1,2,2,2,2,2,6,0,83
7,0,0,0,0,0,1,19,2,0,441,45,2,42,9,8,4,4,0,0,0,0,2,1,3,5,1,2,0,1,0,3,3,8,9,4,0,9,1,1,1,1,1,1,1,1,1,0,3,1,0,0,0,2,2,1,2,3,0,0,0,0,0,7,1,4,2,2,2,2,2,0,83
1,915,20,2,0,0,1,18,2,0,962,22,2,22,11,6,10,12,0,0,0,1,1,1,1,5,1,8,1,4,0,2,1,1,9,4,0,3,1,1,3,1,1,1,1,1,1,0,2,2,0,0,0,2,4,4,5,2,0,0,0,0,0,6,2,3,1,1,2,2,6,0,83
1,652,29,2,0,0,3,18,0,0,0,0,0,49,2,2,6,97,0,0,0,7,1,1,1,5,1,3,2,4,4,2,3,6,9,-1,7,-1,4,3,1,1,1,0,0,0,0,0,3,0,0,0,2,2,3,4,3,3,0,0,0,0,0,0,8,0,2,2,2,2,1,0,83
2,410,36,1,0,0,5,0,0,0,0,0,0,29,9,6,6,97,0,0,0,7,1,1,1,5,1,7,5,4,0,3,3,4,5,5,1,0,4,3,0,1,2,0,0,0,0,0,2,0,0,0,0,3,3,3,3,2,0,0,0,0,0,3,1,3,1,1,1,1,2,1,83
7,672,25,2,0,0,2,17,2,0,0,0,0,75,8,6,6,97,0,0,0,7,2,1,1,5,3,2,0,4,9,1,1,7,5,2,2,2,1,2,8,1,1,0,0,0,0,0,1,0,0,0,1,2,3,1,1,4,0,0,0,0,0,0,1,0,2,2,2,2,1,0,83
1,481,33,2,0,0,1,29,2,0,624,33,2,31,12,8,8,8,1,0,0,0,1,1,2,5,1,10,3,4,3,2,3,3,7,9,3,8,1,1,1,1,1,1,1,1,1,0,2,2,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,2,2,2,2,4,2,83
2,623,22,2,0,0,1,28,2,0,372,46,2,58,6,0,6,12,0,0,0,1,1,1,2,5,1,11,5,4,5,1,3,5,6,7,0,6,1,1,7,1,2,1,1,1,1,0,3,1,0,0,2,3,5,1,1,4,0,0,0,0,0,0,1,0,2,2,2,2,1,1,83
1,394,36,2,0,0,1,21,2,0,360,41,2,24,12,8,11,13,1,0,1,1,2,1,2,5,1,10,8,2,6,2,1,3,7,5,4,7,1,1,8,1,1,1,1,1,1,0,3,1,0,0,2,3,4,2,3,3,0,0,0,0,0,0,1,0,2,2,2,1,4,1,83
5,452,31,2,0,0,1,20,2,0,231,50,1,68,11,8,8,15,1,0,0,0,2,1,2,5,1,10,0,4,0,3,3,1,9,3,0,9,1,1,7,1,1,1,1,1,1,0,1,1,0,0,0,2,1,1,1,1,0,0,0,0,0,8,1,3,2,2,2,2,2,0,83
1,705,28,2,0,0,1,21,2,0,323,36,2,29,12,6,12,12,1,0,1,1,1,1,1,5,1,6,3,4,3,3,1,2,9,6,0,2,1,1,0,1,1,1,1,8,9,0,3,2,0,0,2,5,4,2,4,5,0,0,0,0,0,0,2,0,2,1,1,2,6,0,83
1,962,22,2,0,0,1,24,2,0,612,26,2,59,3,98,6,6,0,0,0,0,1,1,2,5,1,10,7,1,4,8,3,2,9,0,-1,1,1,1,5,1,1,1,1,1,1,0,1,1,0,0,2,2,3,2,2,2,0,0,0,0,0,0,1,0,1,2,2,2,1,0,83
4,751,17,2,0,0,1,32,2,0,0,0,0,33,11,10,8,7,0,0,0,0,1,1,4,5,3,1,1,1,1,1,3,4,0,2,4,1,1,1,0,1,1,1,1,1,1,0,2,1,0,0,2,5,1,3,7,1,0,0,0,0,0,0,1,0,2,2,2,2,0,0,83
7,0,0,0,0,0,1,30,2,0,0,0,0,69,9,4,5,3,0,0,0,0,2,1,2,5,1,98,0,1,0,1,2,3,-1,4,3,-1,1,1,3,1,1,1,1,1,1,0,1,1,0,0,0,3,3,2,3,4,0,0,0,0,0,6,1,4,2,2,2,2,1,0,83
2,780,17,1,0,0,1,18,1,0,0,0,0,28,9,98,98,12,0,0,0,1,1,1,1,5,1,2,2,1,3,1,1,3,3,3,2,3,1,1,3,2,2,1,1,1,1,0,1,1,0,0,2,3,2,1,4,3,0,0,0,0,0,0,2,0,2,2,2,1,6,3,83
7,663,25,2,0,0,1,19,2,0,750,23,2,29,12,6,12,8,1,0,1,0,2,1,2,5,1,2,0,2,0,8,3,4,9,-1,8,9,1,1,6,4,3,1,1,1,1,0,2,2,0,0,0,2,2,2,3,4,0,0,0,0,0,9,1,3,9,9,9,3,0,1,83
7,341,45,2,0,0,2,44,2,0,0,0,0,67,7,7,7,97,0,0,0,7,2,1,3,0,1,3,0,2,4,2,3,5,9,9,0,-1,1,1,7,1,2,0,0,0,0,0,2,0,0,0,2,3,3,5,2,4,0,0,0,0,0,0,1,0,1,1,1,2,8,0,83
1,801,41,1,0,0,1,22,2,0,672,25,2,43,7,2,4,12,0,0,0,1,1,1,2,5,1,11,9,2,4,2,3,2,7,8,0,7,1,1,3,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,3,1,0,0,0,0,0,0,1,0,1,1,8,2,1,6,83
7,0,0,0,0,0,1,17,2,0,142,60,2,53,9,98,98,16,0,0,0,3,2,1,2,5,3,11,0,2,0,2,3,3,6,3,2,2,1,1,6,1,1,1,1,1,1,0,1,1,0,0,0,2,2,1,2,2,0,0,0,0,0,3,1,4,2,2,2,2,2,0,83
1,801,41,2,0,0,1,21,1,0,280,34,1,61,14,10,98,12,1,8,8,1,1,1,3,5,1,12,11,2,4,1,2,4,4,3,3,5,1,1,0,1,2,1,1,1,1,0,1,1,0,0,1,2,2,1,1,1,0,0,0,0,0,0,1,0,2,2,8,2,4,1,83
5,801,41,1,0,0,2,27,2,0,0,0,0,75,15,98,11,97,1,8,1,7,1,1,2,5,1,98,2,3,4,3,3,4,7,4,1,3,1,1,6,1,1,0,0,0,0,0,2,0,0,0,2,2,3,2,2,3,0,0,0,0,0,0,1,0,2,2,2,2,3,1,83
1,415,40,2,0,0,1,18,2,0,663,25,2,35,12,8,9,10,1,0,0,0,1,1,1,5,3,11,10,3,0,2,2,1,9,4,4,7,1,1,8,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,2,1,2,9,9,9,2,0,1,83
1,215,41,2,0,0,1,25,2,0,430,49,2,46,12,98,98,12,1,0,0,1,2,1,2,5,1,12,9,3,4,1,3,3,-1,0,0,2,1,1,8,1,1,1,1,1,1,0,1,1,0,0,1,2,3,1,3,3,0,0,0,0,0,0,1,0,2,2,2,2,2,1,83
1,461,48,2,0,0,1,24,2,0,602,27,2,40,12,7,8,10,1,0,0,0,1,1,2,5,1,9,9,3,0,3,1,2,7,4,1,3,1,1,7,1,1,1,1,1,1,0,2,1,0,0,0,3,3,2,2,3,0,0,0,0,0,5,1,2,9,9,9,2,3,3,83
5,822,18,2,0,0,1,21,2,0,984,18,2,71,5,98,98,4,0,8,8,0,1,2,2,5,8,5,0,2,8,8,2,6,9,9,0,9,1,1,4,1,1,1,1,1,1,0,2,1,0,0,2,2,2,2,4,5,0,0,0,0,0,0,2,0,8,8,8,2,3,1,83
7,715,32,2,0,0,1,17,2,0,822,18,2,36,11,98,98,11,0,8,8,0,2,1,2,5,1,98,0,2,0,2,2,4,4,4,2,4,1,2,5,1,2,1,2,1,2,0,2,2,0,0,0,2,2,1,2,2,0,0,0,0,0,3,1,4,2,2,2,2,3,0,83
7,280,34,2,0,0,1,23,2,0,801,41,1,25,16,16,14,14,3,3,2,1,2,1,2,5,1,98,7,2,3,2,3,7,9,4,0,5,1,2,7,1,2,1,2,1,1,0,1,1,0,0,2,2,2,2,3,2,0,0,0,0,0,0,1,0,1,1,1,1,2,0,83
1,984,18,2,0,0,1,14,2,0,822,18,2,54,7,98,98,3,0,0,8,0,2,2,2,5,3,98,98,2,0,8,8,8,-1,-1,-1,-1,1,1,6,1,1,4,3,1,1,0,2,1,0,0,0,2,2,1,2,3,0,0,0,0,0,5,2,8,1,1,8,2,3,0,83
7,0,0,0,0,0,1,17,2,0,753,17,2,64,8,6,98,3,0,0,8,0,2,2,2,5,1,98,0,16,8,8,1,2,5,-1,-1,-1,1,1,8,1,1,1,1,1,1,0,2,1,0,0,2,1,1,1,1,3,0,0,0,0,0,0,2,0,2,1,2,2,3,0,83
7,280,34,2,0,0,4,98,0,0,0,0,0,58,8,97,5,97,0,7,0,7,2,2,2,5,5,98,0,16,0,8,2,8,-1,-1,-1,-1,1,2,5,1,2,0,0,0,0,0,2,0,0,0,0,8,8,8,8,8,0,0,0,0,0,3,2,8,2,2,2,2,1,2,83
5,754,17,2,0,0,2,98,2,0,0,0,0,65,98,98,98,97,8,8,8,7,1,2,3,5,1,98,0,16,8,8,8,8,-1,-1,-1,-1,1,2,3,1,2,0,0,0,0,0,2,0,0,0,3,8,8,8,8,8,0,0,0,0,0,0,8,0,8,8,8,2,0,0,83
1,715,32,2,0,0,1,26,2,0,230,39,2,53,4,5,5,12,0,0,0,1,1,2,2,6,1,13,13,16,4,2,2,3,7,-1,4,7,1,1,6,1,1,1,1,1,1,0,2,2,0,0,2,2,3,2,2,3,0,0,0,0,0,0,2,0,8,8,8,2,2,0,83
7,142,60,2,0,0,1,32,2,0,86,69,2,77,18,97,97,16,3,7,7,3,2,1,2,7,0,98,0,16,0,2,3,6,7,6,2,7,1,1,8,1,1,1,1,1,1,0,2,1,0,0,0,4,3,2,4,4,0,0,0,0,0,5,2,3,2,2,2,2,4,2,83
5,245,50,2,0,0,1,27,2,0,0,0,0,74,13,11,14,14,1,1,3,2,1,1,2,5,1,12,0,16,6,2,3,7,9,7,0,2,1,2,4,1,2,1,2,1,1,0,1,1,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,2,2,2,2,2,5,83
1,74,52,2,0,0,1,30,2,0,220,50,2,71,14,8,10,14,0,0,0,2,2,1,4,5,1,12,3,16,0,1,3,2,9,7,0,9,1,1,7,1,2,1,1,1,1,0,2,1,0,0,0,2,2,2,3,3,0,0,0,0,0,2,1,4,2,2,2,2,2,5,83
7,0,0,0,0,0,1,23,2,0,801,41,1,54,14,14,12,16,1,1,1,3,2,1,3,6,1,12,0,16,0,1,3,7,4,4,2,4,1,3,7,1,3,1,3,1,1,0,2,1,0,0,0,1,3,2,1,2,0,0,0,0,0,4,1,2,1,1,1,2,5,4,83
1,155,47,2,0,0,1,22,2,0,515,40,2,27,13,14,12,12,1,1,1,1,1,1,3,5,1,12,12,16,4,2,3,7,5,4,3,4,1,1,8,1,1,1,1,1,1,0,2,2,0,0,9,2,1,1,3,1,0,0,0,0,0,0,1,0,2,2,2,1,2,0,83
1,144,63,2,0,0,5,0,0,0,0,0,0,28,18,20,16,97,4,4,3,7,1,1,2,5,1,9,9,16,5,3,2,3,6,2,1,5,5,9,8,1,1,0,0,0,0,0,2,0,0,0,1,3,4,2,1,3,0,0,0,0,0,0,2,0,8,2,2,1,0,3,83
1,482,33,1,0,0,1,31,2,0,364,39,2,40,14,8,10,15,1,0,0,1,1,1,3,5,1,10,7,16,6,1,3,7,9,4,1,5,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2,5,1,1,2,3,0,0,0,0,0,0,2,0,1,1,1,2,4,2,83
2,915,20,2,0,0,5,0,0,0,0,0,0,24,16,16,16,97,3,4,3,7,2,1,3,2,1,4,1,7072,2,3,1,2,8,5,3,6,2,2,7,2,2,0,0,0,0,0,2,0,0,0,1,2,3,4,3,3,0,0,0,0,0,0,2,0,1,1,1,1,2,6,83
6,33,66,2,0,0,5,0,0,0,0,0,0,28,16,97,12,97,4,7,1,7,2,1,6,2,5,12,0,7072,0,3,2,3,9,3,3,4,4,3,0,3,3,0,0,0,0,0,3,0,0,0,0,1,1,2,2,1,0,0,0,0,0,98,9,1,1,1,1,1,2,2,83
6,0,0,0,0,0,5,0,0,0,0,0,0,20,12,16,16,97,1,4,3,7,2,1,6,2,1,12,0,7072,4,2,3,6,8,4,3,6,4,3,1,2,2,0,0,0,0,0,2,0,0,0,1,2,2,2,2,3,0,0,0,0,0,0,2,0,1,1,1,1,1,3,83
1,370,46,2,0,0,5,0,0,0,0,0,0,30,16,16,14,97,3,4,2,7,1,1,5,2,1,12,11,7072,3,2,2,5,5,3,2,4,4,3,0,2,2,0,0,0,0,0,2,0,0,0,1,3,2,4,3,3,0,0,0,0,0,0,2,0,1,1,1,1,2,3,83
